"DATA","Temperatura massima (°C)","Temperatura media (°C)","Temperatura minima (°C)","Temperatura classe","Precipitazione (mm)","Precipitazione classe","Velocità media (m/s)","Velocità raffica (m/s)","Settore prevalente","Durata calma (min)","Tempo permanenza (min)","Vento classe","Umidità massima (%)","Umidità media (%)","Umidità minima (%)","Umidità classe"
"2020-07-06","14.0","8.9","2.0","MZ00","0.0","MZ","3.4","17.0","NE","0","300","MZZZZZ","94","66","37","AZ0*"
"2020-07-07","11.5","6.9","0.2","MZ00","0.0","MZ","2.2","14.5","NE","70","510","MZZZZZ","92","56","22","AZ00"
"2020-07-08","12.7","8.9","2.9","MZ00","0.0","MZ","2.2","8.1","NE","30","450","MZZZZZ","95","73","38","AZ00"
"2020-07-09","14.7","11.4","7.9","MZ00","0.0","MZ","1.8","6.9","SW","110","320","MZZYYZ","98","55","24","AZ0*"
"2020-07-10","13.9","10.7","8.2","MZ00","13.6","MZ","2.0","16.3","NE","30","400","MZZZZZ","99","69","41","AZ00"
"2020-07-11","9.1","6.3","2.0","MZ00","10.4","MZ","3.5","14.0","NE","10","470","MZZZZZ","98","78","68","AZ*0"
"2020-07-12","10.8","7.3","2.6","MZ00","0.0","MZ","2.0","6.0","ENE","20","430","MZZZZZ","99","72","27","AZ0*"
"2020-07-13","8.0","6.3","5.0","MZ00","2.2","MZ","1.5","6.3","NE","20","410","MZZZZZ","99","97","85","AZ00"
"2020-07-14","7.4","5.6","3.1","MZ00","3.0","MZ","1.7","9.0","ENE","60","290","MZZZZZ","99","90","70","AZ00"
"2020-07-15","6.5","5.1","4.0","MZ00","2.6","MZ","1.9","5.2","NE","50","610","MZZZZZ","99","92","78","AZ00"
"2020-07-16","7.7","5.4","3.9","MZ00","0.2","MY","2.8","10.1","NE","30","700","MZZZZZ","99","92","82","AZ00"
"2020-07-17","9.5","6.1","3.3","MZ00","2.0","MZ","4.3","11.0","NE","0","620","MZZZZZ","99","83","67","AZ00"
"2020-07-18","10.5","6.8","1.3","MZ00","0.0","MZ","3.3","10.9","NE","10","400","MZZZZZ","89","62","36","AZ00"
"2020-07-19","13.1","8.9","2.7","MZ00","0.0","MZ","2.2","7.7","NE","50","430","MZZZZZ","87","59","24","AZ0*"
"2020-07-20","14.0","10.2","6.4","MZ00","0.0","MZ","1.9","7.0","NE","20","380","MZZZZZ","99","73","41","AZ0*"
"2020-07-21","13.0","10.4","7.1","MZ00","5.4","MZ","2.3","16.8","NE","10","340","MZZZZZ","94","73","55","AZ**"
"2020-07-22","14.9","10.1","6.6","MZ00","15.8","MY","2.5","12.0","SSW","10","310","MZZZZZ","97","72","49","AZ*0"
"2020-07-23","14.0","10.2","5.8","MZ00","0.0","MZ","2.2","8.9","SSW","10","360","MZZZZZ","97","68","47","AZ*0"
"2020-07-24","9.5","6.2","4.0","MZ00","6.2","MZ","4.2","14.0","NE","10","810","MZZZZZ","97","81","64","AZ*0"
"2020-07-25","13.0","8.2","5.2","MZ00","0.0","MZ","2.1","10.3","NE","10","620","MZZZZZ","99","75","40","AZ0*"
"2020-07-26","11.9","8.8","6.4","MZ00","0.2","MY","2.0","5.9","NE","40","700","MZZZZZ","99","87","62","AZ00"
"2020-07-27","12.8","9.8","5.1","MZ00","0.0","MZ","1.8","6.4","NE","80","430","MZZYYZ","99","87","62","AZ0*"
"2020-07-28","15.9","12.9","9.5","MZ00","9.2","MZ","2.6","13.6","SW","20","380","MZZZZZ","97","70","42","AZ*0"
"2020-07-29","16.6","13.7","9.2","MZ00","1.6","MY","2.9","10.9","SW","0","400","MZZZZZ","97","68","43","AZ*0"
"2020-07-30","15.7","13.1","9.7","MZ00","0.2","MY","2.0","8.8","NE","0","350","MZZZZZ","99","75","49","AZ00"
"2020-07-31","18.3","14.7","10.6","MZ00","0.0","MZ","2.5","7.6","NE","10","280","MZZZZZ","75","58","39","AZ00"
"2020-08-01","16.4","13.8","9.1","MZ00","4.4","MZ","2.3","11.2","NE","10","370","MZZZZZ","84","58","44","AZ*0"
"2020-08-02","13.8","10.0","6.5","MZ00","16.2","MZ","2.9","10.8","NE","10","570","MZZZZZ","98","79","59","AZ*0"
"2020-08-03","7.6","4.8","0.8","MZ00","3.6","MZ","4.6","17.6","NE","0","380","MZZZZZ","95","82","68","AZ*0"
"2020-08-04","4.1","2.3","0.4","MZ00","0.2","MY","5.6","22.2","NE","0","560","MZZZZZ","91","79","59","AZ00"
"2020-08-05","12.8","8.6","3.2","MZ00","0.0","MZ","1.8","10.0","NE","40","420","MZZZZZ","86","58","34","AZ00"
"2020-08-06","14.4","11.2","6.7","MZ00","0.0","MZ","1.8","8.0","ENE","80","370","MZZYYZ","94","51","12","AZ00"
"2020-08-07","16.1","11.6","6.2","MZ00","0.0","MZ","1.8","9.4","ENE","90","290","MZZYYZ","99","73","23","AZ00"
"2020-08-08","16.7","12.6","8.0","MZ00","0.0","MZ","2.1","8.3","ENE","110","280","MZZYYZ","97","65","27","AZ00"
"2020-08-09","17.3","12.6","7.8","MZ00","0.0","MZ","1.7","7.3","NE","170","350","MZZYYZ","98","75","27","AZ0*"
"2020-08-10","14.4","11.2","8.3","MZ00","3.2","MZ","1.4","8.0","W","130","190","MZZYYZ","99","82","59","AZ00"
"2020-08-11","14.5","12.0","9.6","MZ00","3.8","MZ","1.9","6.0","SW","20","320","MZZZZZ","89","69","58","AZ*0"
"2020-08-12","14.3","11.1","8.1","MZ00","11.0","MZ","1.6","6.6","NE","40","240","MZZZZZ","96","80","57","AZ**"
"2020-08-13","11.8","9.6","7.8","MZ00","13.6","MZ","1.7","10.7","NE","0","380","MZZZZZ","97","83","61","AZ*0"
"2020-08-14","12.8","9.7","7.3","MZ00","2.4","MZ","2.3","9.6","NE","20","280","MZZZZZ","92","78","61","AZ*0"
"2020-08-15","14.0","10.2","6.0","MZ00","0.0","MZ","1.9","6.0","NE","30","360","MZZZZZ","99","79","57","AZ00"
"2020-08-16","11.6","9.3","7.5","MZ00","3.4","MZ","1.4","8.1","NE","90","420","MZZYYZ","99","90","73","AZ00"
"2020-08-17","9.4","7.4","5.3","MZ00","9.2","MZ","1.7","10.0","NE","60","530","MZZZZZ","99","91","69","AZ00"
"2020-08-18","10.5","7.2","5.0","MZ00","0.0","MZ","3.3","11.6","NE","0","550","MZZZZZ","93","77","57","AZ00"
"2020-08-19","11.8","8.7","4.0","MZ00","0.0","MZ","1.8","6.6","NE","40","480","MZZZZZ","99","80","56","AZ00"
"2020-08-20","13.8","10.6","6.9","MZ00","0.0","MZ","1.5","7.2","NE","50","470","MZZZZZ","99","93","67","AZ00"
"2020-08-21","14.0","11.4","9.5","MZ00","0.0","MZ","1.2","5.1","NE","100","390","MZZYYZ","99","95","83","AZ00"
"2020-08-22","14.4","10.6","7.5","MZ00","0.2","MY","3.0","16.7","NNE","30","290","MZZZZZ","99","83","49","AZ0*"
"2020-08-23","11.3","7.8","5.5","MZ00","0.0","MZ","3.7","11.2","NE","0","300","MZZZZZ","91","73","55","AZ*0"
"2020-08-24","8.6","6.3","2.9","MZ00","0.0","MZ","2.8","8.4","NE","10","310","MZZZZZ","95","75","55","AZ*0"
"2020-08-25","10.1","7.0","1.9","MZ00","0.0","MZ","1.7","5.7","NE","40","480","MZZZZZ","99","80","49","AZ00"
"2020-08-26","15.6","11.6","7.4","MZ00","0.0","MZ","4.9","15.4","SW","0","580","MZZZZZ","89","45","19","AZ00"
"2020-08-27","14.7","10.2","5.4","MZ00","0.0","MZ","2.3","9.3","NE","20","370","MZZZZZ","97","56","18","AZ0*"
"2020-08-28","10.3","8.1","5.7","MZ00","26.2","MZ","1.6","9.8","NE","60","210","MZZZZZ","99","94","79","AZ00"
"2020-08-29","8.4","5.8","3.8","MZ00","42.4","MZ","2.4","15.3","SW","40","330","MZZZZZ","99","92","78","AZ0*"
"2020-08-30","6.7","2.0","-1.4","MZ00","33.2","MY","2.9","15.8","NE","0","440","MYZYYY","99","92","80","AY**"
"2020-08-31","5.3","2.2","-0.8","MZ00","2.6","MZ","3.5","15.8","NE","10","710","MZZZZZ","91","76","57","AZ*0"
"2020-09-01","6.7","3.6","1.1","MZ00","0.0","MZ","2.8","13.4","NE","40","620","MZZZZZ","93","78","64","AZ00"
"2020-09-02","6.8","3.7","0.9","MZ00","0.2","MY","1.7","7.0","NE","90","410","MZZYYZ","98","83","54","AZ0*"
"2020-09-03","9.7","5.4","0.1","MZ00","0.0","MZ","1.9","7.3","NE","120","650","MZZYYZ","95","73","53","AZ00"
"2020-09-04","13.6","10.4","5.8","MZ00","0.0","MZ","1.5","4.9","NE","130","370","MZZYYZ","97","71","44","AZ00"
"2020-09-05","12.5","9.5","5.6","MZ00","0.2","MY","1.7","10.4","NE","40","390","MZZZZZ","96","76","45","AZ00"
"2020-09-06","9.3","6.9","3.0","MZ00","1.0","MZ","2.7","13.0","NE","0","310","MZZZZZ","98","75","44","AZ00"
"2020-09-07","7.0","4.9","2.6","MZ00","0.2","MY","1.7","8.1","NE","70","390","MZZZZZ","98","88","78","AZ00"
"2020-09-08","10.4","7.0","2.7","MZ00","0.0","MZ","1.3","5.9","NE","130","230","MZZYYZ","99","88","75","AZ00"
"2020-09-09","11.8","8.4","3.9","MZ00","0.0","MZ","1.5","5.9","NE","110","430","MZZYYZ","99","85","63","AZ0*"
"2020-09-10","12.1","9.0","6.0","MZ00","8.8","MY","2.1","8.9","NE","50","400","MZZZZZ","99","79","49","AZ00"
"2020-09-11","10.2","7.7","4.4","MZ00","0.4","MZ","1.1","4.2","NE","130","240","MZZYYZ","99","91","81","AZ00"
"2020-09-12","13.3","9.8","5.4","MZ00","0.0","MZ","1.7","6.6","NE","80","220","MZZYYZ","95","77","58","AZ00"
"2020-09-13","13.5","10.4","6.9","MZ00","0.0","MZ","1.6","4.9","WSW","40","350","MZZZZZ","99","78","55","AZ00"
"2020-09-14","12.2","9.2","5.4","MZ00","0.2","MY","1.2","4.3","NE","130","250","MZZYYZ","99","87","63","AZ00"
"2020-09-15","13.1","9.8","4.9","MZ0*","0.0","MZ","1.6","7.9","WSW","20","290","MZZZZZ","99","71","48","AZ00"
"2020-09-16","12.8","10.3","7.7","MZ00","0.0","MZ","2.8","10.6","NE","0","330","MZZZZZ","87","66","47","AZ00"
"2020-09-17","12.9","9.2","5.3","MZ00","0.0","MZ","1.9","11.9","ENE","80","340","MZZYYZ","96","66","44","AZ00"
"2020-09-18","12.0","8.4","4.0","MZ00","0.0","MZ","1.4","5.9","ENE","110","290","MZZYYZ","99","87","67","AZ00"
"2020-09-19","8.6","6.7","4.5","MZ00","0.2","MY","1.2","4.7","NE","60","340","MZZZZZ","99","94","78","AZ0*"
"2020-09-20","8.5","6.0","4.4","MZ00","2.8","MZ","1.1","5.3","NE","100","270","MZZYYZ","99","96","77","AZ00"
"2020-09-21","7.3","5.1","2.9","MZ00","2.0","MZ","1.0","3.3","E","90","270","MZZYYZ","99","96","79","AZ00"
"2020-09-22","5.0","4.5","3.7","MZ00","11.8","MY","1.7","6.4","NE","70","790","MZZZZZ","99","99","96","AZ00"
"2020-09-23","6.9","4.6","2.8","MZ00","0.6","MZ","1.4","5.1","NE","30","550","MZZZZZ","99","98","88","AZ00"
"2020-09-24","5.2","4.2","2.7","MZ00","14.6","MZ","1.6","10.8","NE","30","210","MZZZZZ","99","98","81","AZ00"
"2020-09-25","3.8","-2.5","-5.7","MZ00","0.0","MY","3.9","20.3","NE","0","280","MYZYYY","98","86","65","AY**"
"2020-09-26","-4.5","-5.6","-7.8","MZ00","0.2","MY","4.3","19.9","SSW","10","530","MZZYYZ","97","75","59","AY**"
"2020-09-27","-1.6","-4.7","-7.9","MZ00","0.2","MY","","","","","","M00000","99","84","60","AY**"
"2020-09-28","0.5","-1.5","-3.7","MZ00","0.0","MY","","","","","","M00000","98","75","58","AY**"
"2020-09-29","5.7","1.9","-1.8","MZ00","5.6","MY","","","","","","M00000","99","89","68","AY**"
"2020-09-30","7.9","4.1","1.2","MZ00","0.0","MZ","","","","","","M00000","95","73","55","AZ00"
"2020-10-01","4.5","1.9","0.3","MZ00","8.8","MZ","","","","","","M00000","99","94","76","AZ00"
"2020-10-02","3.2","1.9","0.4","MZ00","125.0","MZ","","","","","","M00000","99","97","90","AZ00"
"2020-10-03","4.7","0.2","-2.3","MZ00","73.4","MY","","","","","","M00000","99","96","79","AY**"
"2020-10-04","-1.4","-2.2","-3.3","MZ00","0.0","MY","","","","","","M00000","99","99","99","AY**"
"2020-10-05","-0.1","-2.6","-5.7","MZ00","10.4","MY","","","","","","M00000","99","98","92","AY**"
"2020-10-06","0.4","-1.5","-4.3","MZ00","7.8","MY","","","","","","M00000","99","99","92","AY**"
"2020-10-07","0.2","-1.6","-3.7","MZ00","4.6","MY","","","","","","M00000","98","82","58","AY**"
"2020-10-08","8.1","2.0","-4.4","MZ0Z","","M0","","","","","","M00000","87","67","35","AYY*"
"2020-10-09","6.5","3.5","0.5","MZ00","0.0","MZ","1.2","5.8","WSW","230","470","MZZYYZ","75","50","35","AZ*0"
"2020-10-10","4.2","0.0","-3.4","MZ00","0.2","MY","3.7","14.0","NNE","40","400","MZZYYZ","94","77","44","AY**"
"2020-10-11","-3.1","-5.2","-6.2","MZ00","0.0","MY","5.7","19.2","NNE","0","740","MZZYYZ","84","77","67","AZ*0"
"2020-10-12","-5.0","-6.2","-7.7","MZ00","0.0","MY","5.2","17.8","N","0","450","MZZYYZ","79","65","37","AZ00"
"2020-10-13","-1.7","-5.2","-9.9","MZ00","0.0","MY","1.8","14.5","","130","","MYZ00Y","94","62","29","AY**"
"2020-10-14","1.3","-3.9","-7.5","MZ00","0.0","MY","1.1","4.2","","50","","MYZ00Y","98","81","52","AY**"
"2020-10-15","-1.2","-3.4","-5.2","MZ00","0.0","MY","3.6","15.6","NW","10","250","MZZYYZ","96","75","37","AY**"
"2020-10-16","-1.7","-2.7","-3.7","MZ00","0.6","MY","3.6","12.9","NNE","0","510","MZZYYZ","81","72","59","AZ*0"
"2020-10-17","2.1","-3.7","-8.6","MZ00","0.0","MY","","","","","","M00000","98","73","38","AY**"
"2020-10-18","1.1","-4.3","-9.1","MZ00","0.0","MY","1.1","4.6","NE","70","300","MYZYYY","98","83","60","AY**"
"2020-10-19","2.0","-3.9","-7.4","MZ00","0.0","MY","","","","","","M00000","99","93","66","AY**"
"2020-10-20","2.3","-2.5","-6.7","MZ00","0.0","MY","","","","","","M00000","99","82","29","AY**"
"2020-10-21","-0.4","-1.6","-3.1","MZ00","0.0","MY","","","","","","M00000","99","99","99","AY**"
"2020-10-22","3.9","0.9","-1.9","MZ00","5.6","MY","","","","","","M00000","99","98","84","AY**"
"2020-10-23","2.0","1.1","-0.4","MZ00","21.4","MY","","","","","","M00000","99","99","99","AY**"
"2020-10-24","2.1","0.1","-2.6","MZ00","","M0","","","","","","M00000","99","79","35","AY**"
"2020-10-25","1.0","-0.5","-3.5","MZ00","0.0","MY","","","","","","M00000","99","90","67","AY**"
"2020-10-26","-0.3","-2.7","-6.6","MZ00","0.2","MY","","","","","","M00000","99","98","95","AY**"
"2020-10-27","-2.0","-4.8","-6.5","MZ00","1.8","MY","","","","","","M00000","96","70","32","AY**"
"2020-10-28","3.2","-0.1","-6.6","MY**","","M0","","","","","","M00000","98","77","59","AY**"
"2020-10-29","3.1","1.0","-0.8","MZ00","","M0","","","","","","M00000","99","81","64","AZ00"
"2020-10-30","9.0","3.9","0.2","MZZ0","","M0","","","","","","M00000","98","67","22","AZ*0"
"2020-10-31","9.2","6.5","3.9","MZ00","0.0","MZ","","","","","","M00000","51","33","25","AZ**"
"2020-11-01","8.3","5.6","3.0","MZ00","0.0","MZ","","","","","","M00000","89","52","26","AZ00"
"2020-11-02","10.4","5.8","2.6","MZ00","0.0","MZ","","","","","","M00000","95","83","64","AZ0*"
"2020-11-03","8.0","4.8","0.4","MZ00","5.8","MY","","","","","","M00000","99","80","61","AZ00"
"2020-11-04","2.5","0.9","0.1","MZ00","9.2","MZ","","","","","","M00000","99","96","82","AZ00"
"2020-11-05","5.7","1.8","-4.1","MZ00","0.6","MY","","","","","","M00000","99","69","56","AZ00"
"2020-11-06","1.5","-0.6","-4.1","MZ00","0.0","MY","","","","","","M00000","99","91","73","AY**"
"2020-11-07","6.9","-0.1","-4.2","MZ00","0.0","MY","","","","","","M00000","97","69","34","AY**"
"2020-11-08","4.3","0.6","-4.1","MZ00","0.0","MY","","","","","","M00000","94","81","59","AZ0*"
"2020-11-09","5.1","0.7","-2.8","MZ00","0.0","MY","","","","","","M00000","90","71","48","AZ00"
"2020-11-10","5.8","0.8","-1.7","MZ0Z","0.0","MY","","","","","","M00000","73","51","29","AZ0*"
"2020-11-11","3.4","-1.5","-5.0","MZ00","0.0","MY","","","","","","M00000","99","72","49","AY**"
"2020-11-12","4.1","-1.8","-6.6","MZ00","0.0","MY","","","","","","M00000","99","68","38","AY**"
"2020-11-13","2.8","","-6.4","M0YY","","M0","","","","","","M00000","87","69","48","AYY*"
"2020-11-14","5.6","-1.3","-5.2","MY**","","M0","","","","","","M00000","96","76","51","AY**"
"2020-11-15","2.6","-2.8","-5.7","MY**","0.2","MY","","","","","","M00000","99","84","55","AY**"
"2020-11-16","-0.2","-2.6","-4.2","MZ00","0.8","MY","4.7","16.8","NE","0","620","MYZYYY","99","78","48","AY**"
"2020-11-17","4.0","1.4","-5.9","MYYY","0.0","MY","3.3","15.9","WSW","0","340","MYZYYY","94","58","31","AYY*"
"2020-11-18","6.8","1.5","-1.7","MY**","0.0","MY","1.3","5.0","WSW","110","720","MYYYYY","74","55","36","AY**"
"2020-11-19","5.1","0.1","-7.9","MZ00","0.0","MY","4.6","23.7","NNE","0","250","MZZZZZ","90","66","29","AZ00"
"2020-11-20","-4.2","-6.5","-8.0","MY**","0.0","MY","6.2","25.0","NE","0","940","MYZYYY","87","58","16","AY**"
"2020-11-21","5.3","0.1","-7.6","MY**","0.0","MY","2.1","14.7","WSW","30","360","MZZYYZ","53","20","5","AZ00"
"2020-11-22","7.7","3.7","-1.1","MZ00","0.0","MZ","1.8","7.5","SW","80","520","MZZYYZ","59","38","15","AZ00"
"2020-11-23","5.1","1.5","-1.5","MZ00","0.0","MY","2.1","7.6","WSW","90","340","MZZYYZ","57","41","24","AZ*0"
"2020-11-24","1.9","-3.7","-7.8","MY**","0.2","MY","0.7","10.4","","420","","MYY00Y","73","55","36","AY**"
"2020-11-25","1.7","-3.5","-7.3","MZ00","0.0","MY","0.7","4.6","","180","","MZZ00Z","69","53","36","AZ00"
"2020-11-26","2.3","-4.1","-9.1","MZ00","0.0","MY","1.1","3.5","WSW","130","580","MZZYYZ","75","59","42","AZ00"
"2020-11-27","0.3","-5.3","-9.4","MZ00","0.0","MY","1.1","3.5","","150","","MYY00Y","85","66","48","AZ*0"
"2020-11-28","0.4","-5.5","-9.6","MZ00","0.0","MY","0.8","4.0","","220","","MYZ00Y","87","67","39","AZ00"
"2020-11-29","1.6","-2.1","-7.8","MZ00","0.0","MY","1.8","8.3","WSW","120","390","MZZYYZ","75","38","20","AZ00"
"2020-11-30","1.1","-2.5","-8.6","MZ00","0.0","MY","2.7","12.4","SW","30","360","MZZYYZ","36","22","10","AZ**"
"2020-12-01","-2.8","-6.9","-9.7","MZ00","0.0","MY","3.5","15.0","N","0","290","MYZYYY","90","69","19","AZ00"
"2020-12-02","-4.4","-7.9","-10.8","MZ00","0.0","MY","2.0","6.0","SW","10","360","MYZYYY","98","83","63","AY**"
"2020-12-03","-3.6","-8.4","-11.6","MZ00","0.4","MY","2.3","14.3","NE","70","330","MYZYYY","96","81","45","AY**"
"2020-12-04","-6.8","-9.7","-10.7","MZ00","0.0","MY","3.0","13.2","E","0","330","MYZYYY","96","93","92","AY**"
"2020-12-05","-5.4","-7.9","-9.6","MZ00","0.0","MY","3.2","21.2","SW","0","380","MYZYYY","97","95","93","AY**"
"2020-12-06","-4.9","-6.9","-9.6","MZ00","0.0","MY","2.4","15.9","NNE","0","190","MYZYYY","97","95","93","AY**"
"2020-12-07","-8.5","-9.6","-10.2","MZ00","0.0","MY","1.9","10.5","NE","0","520","MYZYYY","94","93","93","AY**"
"2020-12-08","-3.8","-8.1","-10.2","MZ00","0.0","MY","","","","","","M00000","98","93","76","AY**"
"2020-12-09","-7.3","-8.1","-10.4","MZ00","0.0","MY","6.4","21.4","NNW","0","430","MZZYYZ","93","76","67","AY**"
"2020-12-10","-6.1","-9.5","-15.3","MZ0Z","0.0","MY","1.6","5.0","WSW","20","510","MYZYYY","96","76","39","AY**"
"2020-12-11","-9.2","-10.9","-15.4","MZ0Z","0.0","MY","0.9","4.9","W","60","170","MYZYYY","97","86","44","AY**"
"2020-12-12","-4.8","-8.1","-11.9","MZ00","0.2","MY","2.0","13.5","SW","10","250","MYZYYY","96","87","66","AY**"
"2020-12-13","-3.2","-6.5","-8.6","MZ00","2.4","MY","1.8","12.7","","170","","MYZ00Y","96","69","38","AY**"
"2020-12-14","3.2","-1.1","-5.6","MY**","6.6","MY","1.4","5.4","W","140","380","MZZYYZ","73","61","37","AZ*0"
"2020-12-15","-1.3","-4.6","-8.3","MZ00","0.0","MY","1.0","4.6","","30","","MYZ00Y","99","84","63","AY**"
"2020-12-16","-2.3","-5.5","-8.8","MZ00","1.8","MY","","","","","","M00000","99","97","91","AY**"
"2020-12-17","-1.0","-5.3","-10.2","MZ00","3.4","MY","1.0","4.8","WSW","90","340","MYZYYY","98","71","44","AY**"
"2020-12-18","-2.4","-6.0","-11.2","MZZ*","4.4","MY","1.3","8.2","","150","","MYZ00Y","99","80","52","AY**"
"2020-12-19","-3.3","-4.4","-5.5","MZ00","0.0","MY","2.4","11.8","SW","0","460","MYZYYY","99","88","76","AY**"
"2020-12-20","-2.9","-4.1","-7.7","MY**","0.0","MY","1.2","5.8","ENE","0","300","MYZYYY","99","96","84","AY**"
"2020-12-21","0.2","-5.4","-9.0","MY**","0.0","MY","","","","","","M00000","99","97","83","AY**"
"2020-12-22","3.2","1.0","-2.0","MZ00","3.6","MY","3.6","14.8","SW","40","280","MYZYYY","96","67","44","AY**"
"2020-12-23","1.4","-1.6","-5.8","MZ00","1.0","MY","1.2","6.0","NE","30","470","MYZYYY","99","75","56","AY**"
"2020-12-24","-2.4","-4.7","-8.2","MZ00","0.0","MY","4.0","14.7","SSW","0","610","MYZYYY","99","83","46","AY**"
"2020-12-25","-7.5","-11.1","-12.9","MZ00","0.0","MY","4.8","23.1","N","0","530","MZZYYZ","90","76","64","AZ0*"
"2020-12-26","-5.0","-9.1","-13.8","MYY*","0.0","MY","4.4","20.1","WNW","20","530","MZZYYZ","71","25","6","AZ00"
"2020-12-27","-9.4","-12.2","-15.3","MZ00","0.0","MY","0.9","7.5","","210","","MZZ00Z","91","47","23","AZ00"
"2020-12-28","-9.8","-11.9","-15.0","MZ00","0.0","MY","2.5","16.7","SW","0","270","MYZYYY","93","82","45","AY**"
"2020-12-29","-9.7","-12.4","-16.1","MZ00","0.0","MY","1.2","6.5","WSW","10","210","MYZYYY","95","89","64","AY**"
"2020-12-30","-9.4","-13.3","-18.4","MZ0*","0.0","MY","2.3","9.6","SW","50","300","MZZYYZ","92","72","54","AZ00"
"2020-12-31","-8.9","-12.8","-17.6","MZ00","0.0","MY","1.2","7.4","","160","","MYZ00Y","93","69","34","AZ00"
"2021-01-01","-8.2","-10.1","-12.4","MZ00","0.0","MY","","","","","","M00000","95","91","84","AY**"
"2021-01-02","-6.2","-7.6","-9.5","MZ00","0.0","MY","","","","","","M00000","96","93","89","AY**"
"2021-01-03","-7.8","-9.2","-12.9","MZ00","0.0","MY","","","","","","M00000","96","92","85","AY**"
"2021-01-04","-8.1","-10.0","-13.8","MZ00","0.0","MY","","","","","","M00000","94","92","79","AY**"
"2021-01-05","-9.8","-11.6","-15.5","MYY*","0.0","MY","","","","","","M00000","94","78","41","AY**"
"2021-01-06","-10.1","-11.9","-17.7","MZ00","0.0","MY","3.4","11.6","NW","10","470","MZZYYZ","87","69","52","AZ*0"
"2021-01-07","-11.0","-14.9","-20.4","MZ00","0.0","MY","1.5","5.3","WSW","60","730","MYZYYY","89","63","49","AZ**"
"2021-01-08","-11.1","-15.1","-20.5","MZ0Z","0.0","MY","2.1","7.1","WSW","80","510","MZZYYZ","79","49","38","AZ*0"
"2021-01-09","-8.3","-13.8","-18.9","MY*Y","0.0","MY","1.1","5.3","W","70","420","MZZYYZ","58","39","23","AZ00"
"2021-01-10","-6.0","-9.9","-16.6","MZ0Z","0.0","MY","2.0","8.3","SW","10","420","MZZYYZ","50","22","9","AZ*0"
"2021-01-11","-4.3","-5.7","-7.4","MZ00","0.0","MY","4.8","21.1","NNE","0","520","MZZYYZ","43","14","7","AZ*0"
"2021-01-12","-5.9","-8.0","-11.1","MZ00","0.0","MY","4.2","15.9","SW","20","350","MYZYYY","95","68","26","AY**"
"2021-01-13","-5.5","-7.7","-9.6","MZ00","0.0","MY","3.8","24.4","SSW","0","490","MYZYYY","97","78","34","AY**"
"2021-01-14","-4.1","-5.8","-9.2","MZ00","0.0","M5","3.2","24.3","NE","0","370","MYZYYY","98","97","94","AY**"
"2021-01-15","-5.3","-9.1","-12.7","MZ00","0.0","MY","","","","","","M00000","97","92","67","AY**"
"2021-01-16","-6.8","-9.8","-13.5","MZ00","0.0","MY","4.4","23.0","NE","0","830","MZZYYZ","94","44","22","AZ00"
"2021-01-17","-6.0","-9.0","-11.0","MZ00","0.0","MY","5.4","22.5","SSW","0","400","MZZYYZ","90","77","58","AZ*0"
"2021-01-18","-8.7","-11.6","-14.3","MZ00","0.0","MY","4.3","22.5","NE","80","420","MZZYYZ","83","66","42","AZ0*"
"2021-01-19","-5.8","-8.7","-13.3","MYY*","1.8","M3","1.2","8.7","","180","","MYZ00Y","72","55","39","AY**"
"2021-01-20","-6.1","-11.0","-17.0","MZ00","1.0","MY","1.2","9.9","","150","","MYZ00Y","95","85","63","AY**"
"2021-01-21","-6.0","-7.5","-8.9","MZ00","0.0","MY","2.0","16.6","ENE","0","310","MYZYYY","96","95","93","AY**"
"2021-01-22","-4.7","-6.1","-7.4","MZ00","0.0","MY","1.7","10.8","SSW","0","260","MYZYYY","97","96","95","AY**"
"2021-01-23","-6.2","-10.1","-11.9","MZ00","0.0","MY","4.3","19.6","NE","10","530","MZZYYZ","95","79","37","AY**"
"2021-01-24","-9.6","-12.1","-14.4","MY*Y","0.0","MY","3.9","15.0","NE","10","290","MYYYYY","93","51","23","AY**"
"2021-01-25","-12.3","-13.5","-14.5","MZ00","0.0","MY","2.4","11.1","NNE","0","330","MYZYYY","91","86","74","AZ00"
"2021-01-26","-11.0","-14.7","-16.3","MZ00","0.0","MY","3.4","14.5","NE","10","580","MZZYYZ","88","68","29","AZ0*"
"2021-01-27","-5.4","-7.9","-14.3","MZ00","0.0","MY","1.6","6.9","NNE","10","270","MYZYYY","97","85","40","AY**"
